,job_title,job_company,job_loction,job_summary,job_ratings
177,Software Engineer (Vue JS),techsol360,Karachi,"Understanding client requirements and create a solution (screens flow, use-cases, data storage mechanism, etc.).
Full-time job in Karachi, Pakistan.",
178,PHP Developer,Eike Consulting Pakistan (SMC) Pvt. Ltd.,Karachi,"Should have a Bachelors degree in Computer Science or related field.
5+ years of experience in PHP/Laravel (backend) software development.",
179,Machine Learning Engineer,Horizon Technologies,Karachi,"Study and transform data science prototypes.
As a part of our Delivery team, MLE will focus on applying practical skills to create hybrid machine learning and…",
180,Senior iOS Developer - Remote,DX DIGITAL GROUP,Karachi,"Design and build advanced applications for the iOS platform Collaborate with cross-functional teams to define, design, and ship new features.",
181,IT In-charge,Human Resource Solution (Pvt.) Ltd.,Karachi,"Management of data in the cloud.
Looking for IT In charge, with a MSc/MA in Computer Science, engineering or relevant field and 8 – 10 Years of Experience.",
182,Senior SQA Engineer,Novus Altair,Karachi,"Prepare solutions with recent applicable tools to execute client-specific interfaces, workflows and data analysis libraries.
Experience in Selenium and Gherkin.",
183,Senior Software Consultant (.NET),Avanza Solutions,Karachi,"Education : Bachelor’s Degree (Computer Science).
Solid experience in SAP Crystal Reports.
Design and implement moderately complex software solutions using an…",4.1
184,Required Manager – Digital Technology,Human Capital Solutions,Karachi,"Ensuring information security policies are created and implemented for the ensuring protection and security of the digital transactions, data and infrastructure…",
185,Senior Flutter Developer,Renexcode,Karachi,"Good understanding of Object-Oriented Programming & data structures.
Robust & practical Experienced in Flutter.
Expertise in iOS, Android, and Web Development.",
186,Sales Engineer,qordata,Karachi,"Have good knowledge of data retrieval from source systems and data to visual mapping.
Analyzing complex data sets and identifying KPIs.",
187,iOS Developer,Nowasys Ltd,Karachi,We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and…,
188,Manager SFE (Sales Force Effectiveness) – Islamabad,Optimum Advisory,Karachi,"Ensure the compilation and monthly analysis of market data.
Maintenance of CRM system including data extraction and monitoring standards.",
189,Sr. Database Engineer,Future Technologies,Karachi,"Writing new support programs and scripts to increase data storage capacity.
Sound knowledge of best practices in database engineering and data security.",
190,Associate SQA Engineer,qordata,Karachi,"Data engineering and data sciences skills.
Performing data quality testing and data verification via database queries.
Are able to write SQL queries.",
191,Trainee Technical Consultant,Contour Software,Karachi,"Assist in data collection, data population and data validation.
Support and assist in configuring and modeling customer data in POMS product databases.",3.9
192,"Senior Consultant, Primary Intelligence",IQVIA,Karachi,"Responsible for quality control of qualitative and quantitative data research.
Perform Analysis of both qualitative & quantitative data to assist in the…",
193,Mid Level iOS Developer,TeamX Pakistan,Karachi,"Bachelor’s degree in computer science or software engineering.
Your primary focus will be developing high-end iOS applications for the latest Apple mobile…",
194,Senior Team Lead Business Applications & Support,Agile HR Consulting,Karachi,"Sound knowledge and experience of data ETL and data warehouse management.
Able to handle large data from multiple sources preferably Oracle, SQL.",
195,SQL DBA,DMK Consultancy,Karachi,"Promote security and best-practices related to data privacy for all cloud-based data sources.
Degree in computer science an asset.",
196,IOS / MacOS Developer,Gaditek,Karachi,"To build and implement functional programs, systems and new features with a cross-functional team of other developers, team leads, and operation team members…",
197,PHP - CMS Developer (Junior),KNYSYS,Karachi,"Strong architectural ability including familiarity with data, display, and information architecture.
We have an exciting opportunity for those who have…",
198,ANDROID MOBILE APP DEVELOPER,Design Henge,Karachi,"Implementing measures to safeguard users' data.
Experience working with remote data via REST and JSON.
Designing and developing apps for the Android ecosystem.",
199,Senior Node JS Developer,Shot Technologies Pvt Ltd,Karachi,"Bachelor's degree in computer science, information science, or similar.
You will be collaborating with our front-end application developers, designing back-end…",
200,Specialist-Customer Value & Experience Management,foodpanda Pakistan,Karachi,"The ideal candidate will have a background in data science or a related quantitative field, with experience in delivering data visualization solutions and…",3.8
201,Required Software Developer,Human Capital Solutions,Karachi,"Engaged in all phases of the software development lifecycle which include, gathering and analyzing user/business system requirements, responding to outages and…",
202,Associate Technical Lead,Innovative Solutions,Karachi,"Should be good in data structures and database design.
Qualification: *Bachelors/Masters in CS/SE preferred.
Hands-On experience with Laravel, Node JS, MongoDB,…",3.7
203,Senior Executive - Billing & Reporting,10Pearls,Karachi,"Maintaining data of billing, active contract and SOW.
10Pearls is proud to have a diverse clientele including large enterprises, SMBs and high growth startups.",4.1
204,Customer Service Officer (Customer Front End),Avery Dennison,Karachi,"PULL the SIPS data once notification hits on RBIS ID.
Upload variable data on our online system as per order form received from customers.",3.9
205,Manager People Success,10Pearls,Karachi,Work closely with the HR team to collect and coordinate aggregate data for talent pool and translate those data into insights through data analysis that drives…,4.1
206,Senior Technical Lead,NexDegree,Karachi,"Familiarity with data pipeline architectures (e.g. Airflow, Metaflow).
You are a true technology enthusiast and self starter who believes in ownership and…",
207,Enterprise Sales Executive,VIDIZMO LLC,Karachi,"Update Hubspot with accurate data in real-time.
Identify new business opportunities via outbound calls, emails, and prospecting.",
208,Senior Associate- Product Usability and Experience,foodpanda Pakistan,Karachi,Bachelor's Degree in computer science/computer engineering with a bias towards Human Centered Design principles.,3.8
209,"Azure Cloud Solutions Architect - On-Site, Karachi",Mobiz,Karachi,"Analyze requirements, develop architecture / design artifacts, articulate the approach, and execute application and data migrations from on-premises data…",
210,Oracle DBA,Apex Consulting,Karachi,"Apex requires an ORACLE DBA with strong database administration experience in implementation, upgrades, disaster recovery, high availability, data consolidation…",3.8
